Tanggal;Tn;Tx;Tavg;RH_avg;RR;ss;ff_x;ddd_x;ff_avg;ddd_car
13/07/2020;21.7;31.6;26.2;84;0;4.9;4;250;2;W 
14/07/2020;23.7;;;;;5.4;3;300;2;W 
15/07/2020;22.2;32.2;26.8;88;0;7.6;3;120;1;C 
16/07/2020;23.6;32.1;27.2;84;;7;3;160;2;SE
17/07/2020;22.6;30.6;26.1;89;0;5.4;6;180;2;S 
18/07/2020;23.8;29.7;26;85;0;7;5;260;2;W 
19/07/2020;21.9;29.8;25.4;85;0;7.3;4;180;2;S 
20/07/2020;24;31.1;26.6;86;0;7.3;3;100;2;C 
21/07/2020;24;30.3;26.6;88;0;5.3;3;200;2;W 
22/07/2020;21.9;31.3;26.3;86;;5.3;4;250;2;W 
23/07/2020;22.2;31.4;25.9;82;0;9.2;5;280;2;C 
24/07/2020;20.4;30.4;24.9;82;0;9.3;4;180;2;C 
25/07/2020;19.6;30.4;24.9;78;0;8.5;5;220;3;S 
26/07/2020;18.6;31.4;24.4;76;0;10.5;3;250;1;C 
27/07/2020;18.8;30.5;24;79;0;10.2;3;200;2;W 
28/07/2020;19.6;29.8;24.8;80;;8.4;4;150;2;SW
29/07/2020;20.8;29.4;24.6;78;0;6.6;4;140;3;SE
30/07/2020;17.3;29;23.3;79;;8.7;6;240;3;W 
31/07/2020;19.4;29.2;24.1;78;;9.5;4;270;2;S 
01/08/2020;20.1;31.2;25.3;81;;5.9;5;200;2;NW
02/08/2020;21.1;28.3;24.2;86;0;8.7;5;250;2;W 
03/08/2020;20;30.3;24.3;79;0;2.6;6;240;2;S 
04/08/2020;22.3;28.3;24.9;87;0;8.8;3;200;2;W 
05/08/2020;21.8;29.3;25.1;84;8888;1.6;3;270;2;NW
06/08/2020;20.4;31.1;25.2;87;0;3.5;4;290;2;W 
07/08/2020;21.8;30.5;25.5;84;0;9;5;270;3;W 
08/08/2020;21.2;29.5;24.8;86;;5.2;4;270;2;W 
09/08/2020;20.4;31.4;25.2;82;0;6;5;270;2;W 
10/08/2020;20.9;31.3;25.5;86;;9.6;4;250;2;W 
11/08/2020;22.8;31.2;25.9;86;0;6.8;4;280;2;W 
12/08/2020;22.8;30.1;25.7;92;11.7;4.5;4;180;1;C 
13/08/2020;23.6;29.6;25.4;94;11.4;1.3;4;330;2;C 
14/08/2020;23.2;30.4;26.2;91;14.4;3.3;4;280;1;W 
15/08/2020;23.4;32;26.8;84;;4.3;5;260;2;W 
16/08/2020;24;30.4;26.5;88;0;7.8;5;260;2;W 
17/08/2020;23.2;32.4;26.7;84;0.4;5.5;5;180;1;S 
18/08/2020;22.8;30.9;26.5;84;0;6.1;4;230;2;C 
19/08/2020;23.1;31.4;26.4;86;0;9.1;4;270;2;W 
20/08/2020;22;30.8;26;86;0;9.8;5;270;2;W 
21/08/2020;20.8;34.2;26.1;80;0;9.1;5;270;3;N 
22/08/2020;21.8;30.6;25.9;88;0;10.4;5;270;3;W 
23/08/2020;22.8;30.8;26.3;86;0;8.6;6;240;3;S 
24/08/2020;;31.4;26.4;84;0;8.9;5;240;2;S 
25/08/2020;21;32.4;26.4;82;;9.6;5;140;3;NW
26/08/2020;22;32.2;26.6;85;0;10.7;6;180;3;S 
27/08/2020;20.1;31.8;25.7;78;;10.4;5;250;2;S 
28/08/2020;21.2;30.4;25.5;86;;8.7;5;170;3;W 
29/08/2020;22.8;31.5;26.9;82;0;6.1;6;220;2;C 
30/08/2020;21;32.5;26.4;74;;6.3;4;270;2;W 
31/08/2020;21.8;30.5;25.8;81;0;8.7;4;240;2;W 
01/09/2020;22;30.4;25.8;86;0;9;5;270;3;S 
02/09/2020;23.6;;25.9;87;0;4.7;5;180;2;S 
03/09/2020;;;;;;;;;;
04/09/2020;23.8;31.4;26.9;89;27.2;6.6;4;260;2;W 
05/09/2020;22.2;30;25.5;85;0;8.4;6;270;2;W 
06/09/2020;21.8;30.1;25.9;84;0;7.7;6;240;3;S 
07/09/2020;23.5;30.6;26.3;88;;8.7;5;240;2;SW
08/09/2020;22.2;31.5;26.8;82;0;5.5;4;250;2;W 
09/09/2020;22.2;31.8;26;87;;9.4;3;250;2;W 
10/09/2020;23;30.8;26.5;82;;8.6;5;230;3;SW
11/09/2020;;30.5;26.1;83;;7;5;160;3;W 
12/09/2020;22.4;30.7;26.2;82;0;6.9;5;180;2;S 
13/09/2020;23.6;;26.1;78;0;6.7;4;220;3;S 
14/09/2020;21.2;30.5;25.8;83;;2.3;5;240;2;SW
15/09/2020;;;;;;;;;;
16/09/2020;;;;;;;;;;
17/09/2020;;;;;;;;;;
18/09/2020;;;;;;;;;;
19/09/2020;;;;;;;;;;
20/09/2020;;;;;;;;;;
21/09/2020;;;;;;;;;;
22/09/2020;;;;;;;;;;
23/09/2020;;;;;;;;;;
24/09/2020;;;;;;;;;;
25/09/2020;;;;;;;;;;
26/09/2020;;;;;;;;;;
27/09/2020;;;;;;;;;;
28/09/2020;22.3;30.6;26.7;78;4.2;5.6;5;220;3;E 
29/09/2020;22.2;30.6;26.5;82;0;4.6;5;200;3;S 
30/09/2020;23.8;31.7;27;81;;5.1;5;210;3;W 
01/10/2020;24.1;34.8;27.7;84;0;6.6;6;270;3;W 
02/10/2020;24.2;33;28;81;0;8.6;5;180;2;W 
03/10/2020;24.6;30.6;26.7;83;4.5;6.8;7;270;2;S 
04/10/2020;23.8;29.7;26.5;80;7.5;3.1;5;190;3;S 
05/10/2020;22.7;28.3;24.2;90;6.1;4.2;5;210;2;SW
06/10/2020;22.8;28.1;25.2;80;8;1;5;270;2;S 
07/10/2020;22.8;29.2;25.5;79;8888;0.4;6;230;2;W 
08/10/2020;23.2;30.8;26.3;82;0;1.6;4;220;2;W 
09/10/2020;23.4;31;26.6;80;0;3.7;5;220;2;W 
10/10/2020;24;30.1;25.9;88;0;6.2;6;170;2;C 
11/10/2020;23.4;33.2;27.1;80;28.4;1.2;6;120;3;W 
12/10/2020;23.6;31;26.5;84;1.3;7.6;5;160;2;S 
13/10/2020;23.5;31.2;26.7;82;0;1.7;6;230;2;W 
14/10/2020;22.5;32.2;27.3;78;1.4;;5;250;3;NW
15/10/2020;24;32.4;26.8;85;0;8;5;250;3;W 
16/10/2020;24.2;29;26.4;82;0;5.1;5;180;3;S 
17/10/2020;;28.7;26.1;82;;0.8;5;240;3;SW
18/10/2020;23;30.1;25.6;86;0;1.2;4;260;2;S 
19/10/2020;24.1;30;25.3;91;2.8;2.6;4;290;2;C 
20/10/2020;22.4;32.2;27.2;80;12.4;1.3;6;240;2;C 
21/10/2020;22.8;30.4;26.4;85;26.5;6.2;4;140;1;C 
22/10/2020;23.6;30.9;26.8;84;0;2.3;5;200;3;W 
23/10/2020;24.7;30.4;26.7;86;;6.5;5;180;2;SW
24/10/2020;24.5;32.3;27.4;85;4.4;2.8;6;230;2;C 
25/10/2020;24.7;30.8;25.4;93;11.2;5.8;5;230;2;S 
26/10/2020;21.8;30.2;25.1;92;65.1;2.7;4;260;2;W 
27/10/2020;22.6;28.2;24.4;90;8888;1.4;4;320;1;C 
28/10/2020;22.2;30.7;26.3;88;29;0.4;4;220;2;S 
29/10/2020;23.6;33.6;28.4;81;18.1;4.6;4;100;2;C 
30/10/2020;24;32.9;28.1;78;;9.6;8;100;3;SE
31/10/2020;23.6;30.8;26.5;87;9.8;6.5;5;250;2;C 
01/11/2020;22.8;30.8;27;83;6;1.2;5;250;2;C 
02/11/2020;23.2;30.8;26.4;86;21.2;4;6;230;3;W 
03/11/2020;;31.8;26.8;82;1.1;3;4;240;2;SW
04/11/2020;22.5;32;27;81;5.8;6.4;4;260;2;SW
05/11/2020;24.2;33.3;27.6;82;1.8;5.6;10;270;3;W 
06/11/2020;22.4;34;27.8;80;3.1;6.9;5;130;2;W 
07/11/2020;24.6;32.8;28.6;75;0;8.9;5;270;3;W 
08/11/2020;24.6;32.2;27.6;81;;9.8;5;200;2;SW
09/11/2020;23.9;31;27.4;82;3.7;8;5;230;2;SW
10/11/2020;24.4;31.6;26.9;84;0;5;5;180;3;S 
11/11/2020;23.6;31.6;27.7;78;8888;6.7;4;180;2;S 
12/11/2020;23.2;32.8;27.8;80;0;4.9;6;90;3;W 
13/11/2020;23.8;34.2;29;75;1;6.4;5;90;3;E 
14/11/2020;23.2;33.1;27.7;80;10.8;8;5;290;2;C 
15/11/2020;23.8;32.6;28.2;70;8888;6.7;4;140;2;C 
16/11/2020;22.6;;27.9;82;13.7;4.5;3;180;2;S 
17/11/2020;25.8;31.6;28.4;78;4.9;8;5;150;3;SE
18/11/2020;24;34;28;78;0;4.8;6;290;2;W 
19/11/2020;24;32.6;27.1;86;8.6;8.2;5;320;2;C 
20/11/2020;21.7;33.8;26.5;86;75;6.3;5;220;2;W 
21/11/2020;23;31.4;26.8;85;1;4.5;3;270;1;C 
22/11/2020;;;;;;;;;;
23/11/2020;23;31.4;26.2;86;0;3.1;5;220;2;C 
24/11/2020;22.8;30.3;26.5;84;28.1;2.1;3;250;2;W 
25/11/2020;23.2;26.6;24.4;90;8888;4.4;4;340;2;C 
26/11/2020;22.4;30.6;26.8;80;6;0;4;210;3;W 
27/11/2020;23.5;;26.9;76;0;3.6;7;230;3;W 
28/11/2020;23.2;31.4;26.7;80;0;3;6;260;2;C 
29/11/2020;23.2;26.2;23.9;94;30.7;5.7;3;280;2;W 
30/11/2020;21.9;29.7;25.6;84;12.4;0;4;250;2;W 
01/12/2020;23.2;31;26.5;85;0;0;4;200;3;S 
02/12/2020;23.1;32.2;27.4;82;14.9;7.8;4;240;1;C 
03/12/2020;23;30.8;26.3;87;9.1;6.8;3;240;1;C 
04/12/2020;23.5;30.1;26.7;84;13.1;2.9;3;300;1;C 
05/12/2020;23.2;32.6;26;86;0;0.3;6;350;2;C 
06/12/2020;;32.8;27.7;78;12.6;5.5;3;350;1;C 
07/12/2020;23.4;30.6;26.3;86;1;5.6;3;120;2;SE
08/12/2020;23;33;28.3;74;7.5;2.3;5;220;2;SW
09/12/2020;24.4;33.2;27.6;78;8888;7.8;7;260;3;W 
10/12/2020;23.9;31.4;27.3;81;;6.9;4;210;2;W 
11/12/2020;23.8;31.4;26.7;87;20.2;5.6;5;240;2;C 
12/12/2020;23.2;29.8;25.8;88;88.7;3;5;200;2;W 
13/12/2020;23;29.4;25.6;88;2.5;3.8;5;290;2;C 
14/12/2020;22.3;29.8;25;92;230.5;3.9;5;270;2;S 
15/12/2020;22.5;29.8;25.5;88;0.2;1.3;4;250;2;W 
16/12/2020;22.6;30.2;25.7;85;0;0.2;5;180;3;SW
17/12/2020;23.3;29.4;24.4;94;0.3;4;4;270;2;W 
18/12/2020;22.4;29.8;24.6;92;50.6;0;6;340;2;C 
19/12/2020;22.6;30.2;25.5;87;11.2;0.5;5;280;3;SW
20/12/2020;23;30.9;27.3;70;8888;5.8;6;240;3;W 
21/12/2020;22.2;30.8;26.6;76;0;10.4;6;200;3;S 
22/12/2020;23.7;30.6;26.8;84;0;5.2;6;200;3;S 
23/12/2020;23.8;30.9;27.1;80;0;3.4;5;230;2;W 
24/12/2020;;31.4;27.5;79;0;6.9;5;230;2;SW
25/12/2020;22.4;31.6;26.6;83;0;;5;270;2;C 
26/12/2020;23.2;30.7;25.9;85;7.6;7.3;3;250;1;C 
27/12/2020;23.2;30.6;27.2;82;19.2;5.2;6;280;3;W 
28/12/2020;23.4;30.4;26.3;87;4.1;8;5;230;3;SW
29/12/2020;23.8;30.8;26.4;87;0.5;3.9;5;270;4;W 
30/12/2020;23;27.8;24.8;94;14.6;3.3;4;270;2;NW
31/12/2020;22.3;29.2;24.9;91;44.1;0.8;5;250;2;W 
01/01/2021;22.6;28.8;25.8;89;;1.3;4;230;1;C 
02/01/2021;23;30.4;27;79;12.5;1.6;6;300;3;W 
03/01/2021;23.4;29.8;26.7;78;0;3.4;8;260;3;W 
04/01/2021;23.2;30.7;26.1;80;0;2.5;4;250;3;W 
05/01/2021;23.2;31.8;26.1;84;0;3.1;5;200;2;C 
06/01/2021;22.8;33;26.7;84;21.4;5.4;3;280;2;C 
07/01/2021;22.6;32;25.7;88;3;5.4;4;330;1;C 
08/01/2021;22.2;31;27.3;82;17.6;5;3;190;2;SW
09/01/2021;23.3;30.4;26.8;80;8;2.5;6;230;3;W 
10/01/2021;22.6;29.5;25.3;90;18.6;6.4;3;200;1;C 
11/01/2021;22.4;30.4;26.2;89;13.3;2.5;3;220;1;C 
12/01/2021;22.8;31.6;26.4;86;9.1;4.4;6;240;3;W 
13/01/2021;22.4;30.8;26.9;80;62.9;5.3;5;250;3;W 
14/01/2021;22.6;29.2;26.3;82;60.1;;3;300;2;W 
15/01/2021;23.4;30.6;26.7;78;0;1.2;4;320;2;W 
16/01/2021;24;29.3;26.1;80;0;0.5;6;320;3;W 
17/01/2021;23.6;31.5;27.4;78;0;0.4;6;230;2;W 
18/01/2021;22.8;31.8;26.2;85;1;6.4;5;260;2;NW
19/01/2021;22.9;29.8;25.5;87;22.1;4.5;3;90;2;E 
20/01/2021;22.9;31.6;26;86;3.5;2.9;4;330;2;NW
21/01/2021;22.8;32.1;26.2;85;22;4;5;40;1;C 
22/01/2021;23.2;30.8;27.2;82;2.6;4.3;6;230;3;W 
23/01/2021;23;30.4;26.6;82;0;4.2;4;140;2;SE
24/01/2021;23.8;31.8;27.1;79;;2.3;3;200;1;C 
25/01/2021;22.8;31.9;26.6;80;5.5;2.9;5;230;2;C 
26/01/2021;23;30.9;26.6;81;1.5;5;6;200;3;W 
27/01/2021;22.2;29.2;24.8;91;40.5;7.3;8;280;3;W 
28/01/2021;22.5;31;26.2;83;9.7;;6;270;3;W 
29/01/2021;23.3;29.6;24.4;93;3;5.4;5;310;2;W 
30/01/2021;22.6;29.2;25.8;86;14.9;1.1;4;280;1;C 
31/01/2021;23;31.9;26.2;84;0;0;3;220;1;C 
01/02/2021;22.2;31.6;26.1;87;20.8;9999;5;350;2;C 
02/02/2021;22.6;31.4;26.3;85;47.2;7.6;6;290;2;C 
03/02/2021;23.2;31.1;26.1;86;14.3;6.2;7;260;3;C 
04/02/2021;22.8;32.6;26.1;85;16.7;4.6;7;200;3;NW
05/02/2021;23;32.2;26.6;85;27.8;5.5;5;250;2;W 
06/02/2021;23.6;31.8;27.1;80;0.9;;4;320;1;C 
07/02/2021;22.8;30.9;25.3;86;0;3.8;5;330;3;NW
08/02/2021;23.6;30.6;25.3;92;8.2;3.2;2;330;1;C 
09/02/2021;23.2;31;26.1;88;9.2;2.5;3;250;2;W 
10/02/2021;22.8;;25.1;93;14.7;2.6;3;250;1;C 
11/02/2021;23.3;30.8;26.7;82;6.7;0;5;200;3;W 
12/02/2021;24.2;29.8;26.2;88;0;8.2;6;220;3;SW
13/02/2021;22.6;30.1;26;89;23.8;3.2;6;240;3;S 
14/02/2021;24.6;29.9;25.5;92;1.6;4.7;4;190;2;NW
15/02/2021;23.4;32.2;26.2;88;8.5;4;4;10;2;C 
16/02/2021;23.3;31.5;27.1;84;13;7.5;3;240;2;SW
17/02/2021;23.2;28.5;24.2;90;0.6;6;8;290;3;N 
18/02/2021;22.6;31.4;25.8;84;3.9;1.2;6;260;3;W 
19/02/2021;22.8;31;25.4;88;0.4;4.1;3;140;1;C 
20/02/2021;22.8;30.2;26.1;85;4.1;4.2;5;25;2;C 
21/02/2021;23.2;32;27.1;80;1;1.8;6;220;2;SW
22/02/2021;24.2;31;27.4;81;1;7.8;6;250;3;W 
23/02/2021;23.3;28.8;25.8;79;0;6.1;6;270;3;W 
24/02/2021;22;29.1;25.4;83;14.4;1.6;6;250;2;W 
25/02/2021;21.9;31.7;26.9;80;0;0.8;6;360;3;NW
26/02/2021;23.8;30.6;25.5;89;4.9;5.8;7;340;2;C 
27/02/2021;23;33.1;26.3;84;22.7;0.6;5;250;2;W 
28/02/2021;21.5;30;25.3;82;9.7;7.4;7;280;2;C 
01/03/2021;22.7;32.6;27.7;76;8888;3.1;6;240;2;SW
02/03/2021;22.2;32;26.2;79;0;9.2;4;350;2;N 
03/03/2021;22.6;32.2;25.6;84;0;2.8;3;300;1;N 
04/03/2021;22.5;30.8;26.4;80;26.8;4.5;6;240;2;W 
05/03/2021;22.6;31.7;26.6;75;0;3.8;5;260;3;SW
06/03/2021;23.4;31.8;27;79;0;9.1;4;300;2;W 
07/03/2021;22.3;31.8;25.8;85;17.5;7;4;220;2;C 
08/03/2021;22.7;29.9;25.3;87;2.7;5;7;250;2;W 
09/03/2021;22.6;30;25.7;86;5.6;1.4;4;220;1;C 
10/03/2021;21;31;25.3;87;39;0.7;3;90;2;C 
11/03/2021;23.5;30.7;;;6;5.9;3;270;1;C 
12/03/2021;22.2;;;;30.4;2.5;3;200;2;N 
13/03/2021;;;;;;;;;;
14/03/2021;22.5;30.8;25.8;84;0;4.1;7;280;3;W 
15/03/2021;22.6;31.4;24.9;92;5.7;6.6;5;330;2;C 
16/03/2021;24;30.8;26.3;88;3.2;6.2;4;220;2;C 
17/03/2021;21.8;31.6;26.2;84;1.4;5.2;4;200;2;S 
18/03/2021;22.1;31.8;25.8;87;33.7;5.7;4;300;2;N 
19/03/2021;22;30.8;26.4;86;41.7;6.8;6;240;3;SW
20/03/2021;22.2;;25.8;86;8888;10;6;160;3;NW
21/03/2021;23;31.2;26.7;84;8888;2.4;6;240;3;W 
22/03/2021;22.6;32.4;26.7;81;;7.8;3;270;2;W 
23/03/2021;23.8;31.4;27.4;83;;3.1;5;230;3;W 
24/03/2021;21.8;31.9;;;0;7.2;6;260;2;W 
25/03/2021;22.8;31.7;27.2;85;3.5;9.1;6;260;3;SW
26/03/2021;23.7;32;27.5;81;0.8;8;6;240;3;SW
27/03/2021;24;32;27.2;84;0;9;6;230;2;S 
28/03/2021;23.8;31.4;27.3;84;2.7;5.9;5;250;2;W 
29/03/2021;22.7;31.3;26.8;86;8888;6.9;5;270;2;W 
30/03/2021;24;29.5;25.3;94;13.8;4.9;3;360;1;C 
31/03/2021;22.2;31.4;26.2;86;9.4;2.3;5;220;2;SE
01/04/2021;23.2;31.3;26.1;88;0.5;8.2;3;310;2;C 
02/04/2021;23;31.2;26.4;86;30.3;3.2;3;270;1;W 
03/04/2021;23.2;32.8;26.5;84;0;4.9;4;330;1;C 
04/04/2021;23.4;32.8;25.9;91;13.4;3.8;7;180;2;C 
05/04/2021;22;31.8;26.3;86;46.2;5.7;3;120;1;E 
06/04/2021;23.8;32;27.2;86;14.6;4.2;3;260;2;E 
07/04/2021;23.2;30.4;26.4;86;55.5;5.6;3;260;1;C 
08/04/2021;23.2;32.2;27.3;81;0.7;3;6;260;2;W 
09/04/2021;23;32.2;27.2;80;0;6.5;6;180;2;E 
10/04/2021;22.9;31.2;26.4;84;1.5;7.8;5;320;2;C 
11/04/2021;22.5;;26.9;84;13.8;4.8;4;220;2;SW
12/04/2021;21.2;31.2;25.1;84;19.8;5.8;5;250;2;W 
13/04/2021;21.1;30.3;26.1;86;9.5;7.2;4;270;2;W 
14/04/2021;23;31.4;26.4;83;0;5.8;5;270;2;W 
15/04/2021;23.6;;27.2;80;2;4.9;5;280;2;C 
16/04/2021;23.7;32.2;27.3;82;7.4;8;4;280;2;C 
17/04/2021;22.6;31.8;27.4;76;1.3;8.5;3;110;2;E 
18/04/2021;23.6;31.8;26.9;84;0;8.2;5;270;2;E 
19/04/2021;22.7;33.1;27.3;78;15;6.6;5;240;2;C 
20/04/2021;23.2;;27;74;0;9.1;5;220;2;SW
21/04/2021;20.5;;26.2;75;0;10.1;5;120;3;S 
22/04/2021;21.8;31.9;26.8;75;;10.3;4;240;3;SW
23/04/2021;22;30.8;26.8;76;0;9.8;4;230;2;C 
24/04/2021;;;;;;;;;;
25/04/2021;23.8;30.8;26.6;82;8888;7.2;2;260;1;C 
26/04/2021;;;;;;;;;;
